country,region,ID,fgm,se,year.fgm,source.fgm,source.shapefile,year.shapefile,comment
Senegal,Kolda,SenegalKolda,0.636099439,0.066382493,2017,DHS,DHS,2017,
Senegal,Louga,SenegalLouga,0.044049055,0.023009304,2017,DHS,DHS,2017,
Senegal,Matam,SenegalMatam,0.73063713,0.021811026,2017,DHS,DHS,2017,
Senegal,Saint-Louis,SenegalSaint-Louis,0.354050351,0.060308302,2017,DHS,DHS,2017,
Senegal,Sedhiou,SenegalSedhiou,0.755423624,0.065239625,2017,DHS,DHS,2017,
Senegal,Tambacounda,SenegalTambacounda,0.698881921,0.05138424,2017,DHS,DHS,2017,
Senegal,Thies,SenegalThies,0.050760361,0.010827002,2017,DHS,DHS,2017,
Senegal,Ziguinchor,SenegalZiguinchor,0.681546534,0.053344006,2017,DHS,DHS,2017,
Sierra Leone,Bo,Sierra LeoneBo,0.942344675,0.019339092,2017,MICS,DHS,2013,
Sierra Leone,Bombali,Sierra LeoneBombali,0.982098566,0.005393603,2017,MICS,DHS,2013,
Sierra Leone,Bonthe,Sierra LeoneBonthe,0.960326382,0.009052236,2017,MICS,DHS,2013,
Sierra Leone,Kailahun,Sierra LeoneKailahun,0.986134385,0.003793445,2017,MICS,DHS,2013,
Sierra Leone,Kambia,Sierra LeoneKambia,0.98281622,0.006806828,2017,MICS,DHS,2013,
Sierra Leone,Kenema,Sierra LeoneKenema,0.971984529,0.007550773,2017,MICS,DHS,2013,
Sierra Leone,Koinadugu,Sierra LeoneKoinadugu,0.9889402,0.005303815,2017,MICS,DHS,2013,
Sierra Leone,Kono,Sierra LeoneKono,0.972227493,0.010351451,2017,MICS,DHS,2013,
Sierra Leone,Moyamba,Sierra LeoneMoyamba,0.95505392,0.010077662,2017,MICS,DHS,2013,
Sierra Leone,Port Loko,Sierra LeonePort Loko,0.976161652,0.005609426,2017,MICS,DHS,2013,
Sierra Leone,Pujehun,Sierra LeonePujehun,0.973086081,0.007565297,2017,MICS,DHS,2013,
Sierra Leone,Tonkolili,Sierra LeoneTonkolili,0.990236206,0.003266939,2017,MICS,DHS,2013,
Sierra Leone,Western Area Rural,Sierra LeoneWestern Area Rural,0.917704469,0.019130124,2017,MICS,DHS,2013,
Sierra Leone,Western Area Urban,Sierra LeoneWestern Area Urban,0.902321017,0.010979402,2017,MICS,DHS,2013,
Sudan,Blue Nile,SudanBlue Nile,0.677391493,0.077324621,2014,MICS,OCHA.HDX,2017,
Sudan,Central Darfur,SudanCentral Darfur,0.697576759,0.064191088,2014,MICS,OCHA.HDX,2017,
Sudan,East Darfur,SudanEast Darfur,0.996116847,0.002799663,2014,MICS,OCHA.HDX,2017,
Sudan,El Gazira,SudanEl Gazira,0.909803359,0.02775333,2014,MICS,OCHA.HDX,2017,
Sudan,Gedaref,SudanGedaref,0.855912276,0.04408338,2014,MICS,OCHA.HDX,2017,
Sudan,Kassala,SudanKassala,0.817552754,0.062394736,2014,MICS,OCHA.HDX,2017,
Sudan,Khartoum,SudanKhartoum,0.942072318,0.015857158,2014,MICS,OCHA.HDX,2017,
Sudan,North Darfur,SudanNorth Darfur,0.99058694,0.004768353,2014,MICS,OCHA.HDX,2017,
Sudan,North Kordofan,SudanNorth Kordofan,0.996402522,0.002605647,2014,MICS,OCHA.HDX,2017,
Sudan,Northern,SudanNorthern,0.987555132,0.007972431,2014,MICS,OCHA.HDX,2017,
Sudan,Red Sea,SudanRed Sea,0.980239754,0.012610885,2014,MICS,OCHA.HDX,2017,
Sudan,River Nile,SudanRiver Nile,0.995632698,0.00318875,2014,MICS,OCHA.HDX,2017,
Sudan,Sennar,SudanSennar,0.852904512,0.062333239,2014,MICS,OCHA.HDX,2017,
Sudan,South Darfur,SudanSouth Darfur,0.910326995,0.034660455,2014,MICS,OCHA.HDX,2017,
Sudan,South Kordofan,SudanSouth Kordofan,0.945671256,0.021428695,2014,MICS,OCHA.HDX,2017,
Sudan,West Darfur,SudanWest Darfur,0.615503478,0.059668381,2014,MICS,OCHA.HDX,2017,
Sudan,West Kordofan,SudanWest Kordofan,0.939850064,0.041402611,2014,MICS,OCHA.HDX,2017,
Sudan,White Nile,SudanWhite Nile,0.962755927,0.028603644,2014,MICS,OCHA.HDX,2017,
Tanzania,Arusha,TanzaniaArusha,0.407381418,0.064048109,2016,DHS,DHS,2016,
Tanzania,Dar es Salaam,TanzaniaDar es Salaam,0.042043161,0.011758913,2016,DHS,DHS,2016,
Tanzania,Dodoma,TanzaniaDodoma,0.466697781,0.02453662,2016,DHS,DHS,2016,
Tanzania,Geita,TanzaniaGeita,0.002981795,0.002205177,2016,DHS,DHS,2016,
Tanzania,Iringa,TanzaniaIringa,0.069327703,0.017705351,2016,DHS,DHS,2016,
Tanzania,Kagera,TanzaniaKagera,0,0,2016,DHS,DHS,2016,
Tanzania,Kaskazini Pemba,TanzaniaKaskazini Pemba,0,0,2016,DHS,DHS,2016,
Tanzania,Kaskazini Unguja,TanzaniaKaskazini Unguja,0,0,2016,DHS,DHS,2016,
Tanzania,Katavi,TanzaniaKatavi,0.002023242,0.002033108,2016,DHS,DHS,2016,
Tanzania,Kigoma,TanzaniaKigoma,0.003385929,0.002585933,2016,DHS,DHS,2016,
Tanzania,Kilimanjaro,TanzaniaKilimanjaro,0.100544709,0.012698257,2016,DHS,DHS,2016,
Tanzania,Kusini Pemba,TanzaniaKusini Pemba,0,0,2016,DHS,DHS,2016,
Tanzania,Kusini Unguja,TanzaniaKusini Unguja,0.002625154,0.002572691,2016,DHS,DHS,2016,
Tanzania,Lindi,TanzaniaLindi,0.005227935,0.003612675,2016,DHS,DHS,2016,
Tanzania,Manyara,TanzaniaManyara,0.560890494,0.041742525,2016,DHS,DHS,2016,
Tanzania,Mara,TanzaniaMara,0.317955844,0.087045382,2016,DHS,DHS,2016,
Tanzania,Mbeya,TanzaniaMbeya,0.007410167,0.00497741,2016,DHS,DHS,2016,
Tanzania,Mjini Magharibi,TanzaniaMjini Magharibi,0.001244104,0.001252615,2016,DHS,DHS,2016,
Tanzania,Morogoro,TanzaniaMorogoro,0.088924217,0.037305603,2016,DHS,DHS,2016,
Tanzania,Mtwara,TanzaniaMtwara,0.015739091,0.007419828,2016,DHS,DHS,2016,
Tanzania,Mwanza,TanzaniaMwanza,0.011083142,0.006157402,2016,DHS,DHS,2016,
Tanzania,Njombe,TanzaniaNjombe,0.067005227,0.013880876,2016,DHS,DHS,2016,
Tanzania,Pwani,TanzaniaPwani,0.052859858,0.017142013,2016,DHS,DHS,2016,
Tanzania,Rukwa,TanzaniaRukwa,0.002113652,0.002128723,2016,DHS,DHS,2016,
Tanzania,Ruvuma,TanzaniaRuvuma,0,0,2016,DHS,DHS,2016,
Tanzania,Shinyanga,TanzaniaShinyanga,0.006896562,0.003873552,2016,DHS,DHS,2016,
Tanzania,Simiyu,TanzaniaSimiyu,0.006858895,0.005672894,2016,DHS,DHS,2016,
Tanzania,Singida,TanzaniaSingida,0.307066887,0.05901157,2016,DHS,DHS,2016,
Tanzania,Tabora,TanzaniaTabora,0.005718019,0.004122978,2016,DHS,DHS,2016,
Tanzania,Tanga,TanzaniaTanga,0.135540957,0.043467935,2016,DHS,DHS,2016,
The Gambia,Banjul,The GambiaBanjul,0.475194446,0.035093348,2013,DHS,DHS,2013,
The Gambia,Basse,The GambiaBasse,0.970594227,0.008553177,2013,DHS,DHS,2013,
The Gambia,Brikama,The GambiaBrikama,0.777778476,0.034912895,2013,DHS,DHS,2013,
The Gambia,Janjanbureh,The GambiaJanjanbureh,0.755068579,0.070008553,2013,DHS,DHS,2013,
The Gambia,Kanifing,The GambiaKanifing,0.698214395,0.02305649,2013,DHS,DHS,2013,
The Gambia,Kerewan,The GambiaKerewan,0.58492317,0.070559639,2013,DHS,DHS,2013,
The Gambia,Kuntaur,The GambiaKuntaur,0.573634801,0.082383731,2013,DHS,DHS,2013,
The Gambia,Mansakonko,The GambiaMansakonko,0.941258138,0.014377873,2013,DHS,DHS,2013,
Togo,Centrale,TogoCentrale,0.173561703,0.029753948,2014,DHS,DHS,2014,
Togo,Greater Lomé area,TogoGreater Lomé area,0.016476808,0.003561737,2014,DHS,DHS,2014,
Togo,Kara,TogoKara,0.079942568,0.0211596,2014,DHS,DHS,2014,
Togo,Maritime (excluding Greater Lomé area),TogoMaritime (excluding Greater Lomé area),0.003822987,0.002310906,2014,DHS,DHS,2014,
Togo,Plateaux,TogoPlateaux,0.018006444,0.004753358,2014,DHS,DHS,2014,
Togo,Savanes,TogoSavanes,0.100802891,0.021453559,2014,DHS,DHS,2014,
Uganda,Acholi,UgandaAcholi,0,0,2016,DHS,DHS,2016,
Uganda,Ankole,UgandaAnkole,0,0,2016,DHS,DHS,2016,
Uganda,Bugishu,UgandaBugishu,0.026276275,0.015568662,2016,DHS,DHS,2016,
Uganda,Bukedi,UgandaBukedi,0.001685166,0.001178419,2016,DHS,DHS,2016,
Uganda,Bunyoro,UgandaBunyoro,0.000379926,0.000386801,2016,DHS,DHS,2016,
Uganda,Busoga,UgandaBusoga,0.001104613,0.000975658,2016,DHS,DHS,2016,
Uganda,Central 1,UgandaCentral 1,0,0,2016,DHS,DHS,2016,
Uganda,Central 2,UgandaCentral 2,0.001179922,0.001158613,2016,DHS,DHS,2016,
Uganda,Kampala,UgandaKampala,0.004726641,0.003407679,2016,DHS,DHS,2016,
Uganda,Karamoja,UgandaKaramoja,0.063645193,0.03045336,2016,DHS,DHS,2016,
Uganda,Kigezi,UgandaKigezi,0,0,2016,DHS,DHS,2016,
Uganda,Lango,UgandaLango,0,0,2016,DHS,DHS,2016,
Uganda,Teso,UgandaTeso,0.000726732,0.00072152,2016,DHS,DHS,2016,
Uganda,Tooro,UgandaTooro,0,0,2016,DHS,DHS,2016,
Uganda,West Nile,UgandaWest Nile,0,0,2016,DHS,DHS,2016,
Yemen,Total,YemenTotal,0.185,#N/A,2013,DHS,DHS,2013,
Yemen,Coastal,YemenCoastal,#N/A,#N/A,2013,DHS,DHS,2013,
Yemen,Mountainous,YemenMountainous,#N/A,#N/A,2013,DHS,DHS,2013,
Yemen,Plateau & Desert,YemenPlateau & Desert,#N/A,#N/A,2013,DHS,DHS,2013,
Yemen,Ibb,YemenIbb,0.062,#N/A,2013,DHS,DHS,2013,
Yemen,Abyan,YemenAbyan,0.051,#N/A,2013,DHS,DHS,2013,
Yemen,Sanaa City,YemenSanaa City,0.048,#N/A,2013,DHS,DHS,2013,
Yemen,Al-Baidha,YemenAl-Baidha,0,#N/A,2013,DHS,DHS,2013,
Yemen,Taiz,YemenTaiz,0.132,#N/A,2013,DHS,DHS,2013,
Yemen,Al-Jawf,YemenAl-Jawf,0.004,#N/A,2013,DHS,DHS,2013,
Yemen,Hajjah,YemenHajjah,0.077,#N/A,2013,DHS,DHS,2013,
Yemen,Al-Hodiedah,YemenAl-Hodiedah,0.623,#N/A,2013,DHS,DHS,2013,
Yemen,Hadramout,YemenHadramout,0.799,#N/A,2013,DHS,DHS,2013,
Yemen,Dhamar,YemenDhamar,0.135,#N/A,2013,DHS,DHS,2013,
Yemen,Shabwah,YemenShabwah,0.006,#N/A,2013,DHS,DHS,2013,
Yemen,Sadah,YemenSadah,0.03,#N/A,2013,DHS,DHS,2013,
Yemen,Sanaa,YemenSanaa,0.008,#N/A,2013,DHS,DHS,2013,
Yemen,Aden,YemenAden,0.145,#N/A,2013,DHS,DHS,2013,
Yemen,Lahj,YemenLahj,0.039,#N/A,2013,DHS,DHS,2013,
Yemen,Mareb,YemenMareb,0.073,#N/A,2013,DHS,DHS,2013,
Yemen,Al-Mhweit,YemenAl-Mhweit,0.003,#N/A,2013,DHS,DHS,2013,
Yemen,Al-Mhrah,YemenAl-Mhrah,0.847,#N/A,2013,DHS,DHS,2013,
Yemen,Amran,YemenAmran,0.014,#N/A,2013,DHS,DHS,2013,
Yemen,Aldhalae,YemenAldhalae,0.005,#N/A,2013,DHS,DHS,2013,
Yemen,Reimah,YemenReimah,0.215,#N/A,2013,DHS,DHS,2013,
Iraq,Dohuk,IraqDohuk,0.017,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Ninewa,IraqNinewa,0,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Suleimaniya,IraqSuleimaniya,0.543,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Kirkuk,IraqKirkuk,0.199,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Erbil,IraqErbil,0.575,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Diyala,IraqDiyala,0.002,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Al-Anbar,IraqAl-Anbar,0,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Bahdad,IraqBahdad,0,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Babil,IraqBabil,0.003,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Karbala,IraqKarbala,0.002,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Wasit,IraqWasit,0.003,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Salahaddin,IraqSalahaddin,0.016,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Al-Najaf,IraqAl-Najaf,0.004,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Al-Qadisiya,IraqAl-Qadisiya,0.008,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Al-Muthanna,IraqAl-Muthanna,0.003,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Thi-Qar,IraqThi-Qar,0,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Missan,IraqMissan,0,#N/A,2011,MICS,#N/A,#N/A,
Iraq,Basrah,IraqBasrah,0,#N/A,2011,MICS,#N/A,#N/A,
